_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,price,image,image/_source,image/_title,image/_alt
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,108,final amazon,final amazon,12,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Aeoss Sports Running Jogging Gym Armband Case Cover Holder Compitbale for all smart phones till 5.5" inch iphone...,299.00,http://ecx.images-amazon.com/images/I/51uR6rd11sL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,13,final amazon,final amazon,13,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,LG Nexus 5X LG-H791 (16GB Charcoal Black),31990.00,http://ecx.images-amazon.com/images/I/41MofcekjdL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,37,final amazon,final amazon,13,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,LG Nexus 5X LG-H791 (16GB Charcoal Black),31990.00,http://ecx.images-amazon.com/images/I/41MofcekjdL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,61,final amazon,final amazon,13,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Intex Aqua 3G Pro (Champagne),3395.00,http://ecx.images-amazon.com/images/I/418U5awcanL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,85,final amazon,final amazon,13,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Samsung S3 Neo i9300I Dual Sim Touch Screen GSM Smartphone(Blue),11479.00,http://ecx.images-amazon.com/images/I/41gPLM84aLL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,109,final amazon,final amazon,13,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,IFITech Smart Switch Control Your Electronics From Anywhere with the Home Automation App for Smartphones and...,3500.00,http://ecx.images-amazon.com/images/I/31yuWbAFivL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,14,final amazon,final amazon,14,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,iPro iP40 13000mAh Portable Powerbank for Smartphones & Tablets13000 mAh,1199.00,http://ecx.images-amazon.com/images/I/51AbiNU7RUL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,38,final amazon,final amazon,14,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,iPro iP40 13000mAh Portable Powerbank for Smartphones & Tablets13000 mAh,1199.00,http://ecx.images-amazon.com/images/I/51AbiNU7RUL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,62,final amazon,final amazon,14,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,DMG Self-Portrait Monopod Selfie Stand Stick with Adjustable Phone Holder and Bluetooth Wireless Remote Clicker...,599.00,http://ecx.images-amazon.com/images/I/41Is-vF7ctL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,86,final amazon,final amazon,14,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Aeoss Waterproof Case For iPhone 6 Plus Note 3 Travel Swim Universal Out Door PVC Bag Waterproof Case for Apple...,179.00,http://ecx.images-amazon.com/images/I/41AHKIPOGCL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,110,final amazon,final amazon,14,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Logitech Bluetooth Multi-Device Keyboard K480 for Computers Tablets and Smartphones Black (920-006380),2239.00,http://ecx.images-amazon.com/images/I/41RWHMNctnL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,15,final amazon,final amazon,15,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,OnePlus 2 (Sandstone Black 64GB) - Invite Only,24999.00,http://ecx.images-amazon.com/images/I/414KNwJQbEL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,39,final amazon,final amazon,15,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,OnePlus 2 (Sandstone Black 64GB) - Invite Only,24999.00,http://ecx.images-amazon.com/images/I/414KNwJQbEL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,63,final amazon,final amazon,15,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Karbonn Titanium S21 (Grey),3299.00,http://ecx.images-amazon.com/images/I/51tNLVrgCYL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,87,final amazon,final amazon,15,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Lenovo A7000 (Onyx Black),8990.00,http://ecx.images-amazon.com/images/I/51BA12p-XlL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,111,final amazon,final amazon,15,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Microsoft Lumia 640 XL (Black 8GB),13888.00,http://ecx.images-amazon.com/images/I/51vsqQ1hEAL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,16,final amazon,final amazon,16,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Moto E 2nd Generation (4G Black),6999.00,http://ecx.images-amazon.com/images/I/41Msp7FZ%2BJL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,40,final amazon,final amazon,16,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Moto E 2nd Generation (4G Black),6999.00,http://ecx.images-amazon.com/images/I/41Msp7FZ%2BJL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,64,final amazon,final amazon,16,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Lava Iris Atom 2 (White),4049.00,http://ecx.images-amazon.com/images/I/41CcQF2i8QL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,88,final amazon,final amazon,16,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Apple iPhone 6 (Gold 16GB),41500.00,http://ecx.images-amazon.com/images/I/317uCjVJclL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,112,final amazon,final amazon,16,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Lenovo A5000 (Black),7399.00,http://ecx.images-amazon.com/images/I/51EvCZSNDhL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,17,final amazon,final amazon,17,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Microsoft Lumia 535 (Black Dual SIM),6299.00,http://ecx.images-amazon.com/images/I/41oNrpQ2USL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,41,final amazon,final amazon,17,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Microsoft Lumia 535 (Black Dual SIM),6299.00,http://ecx.images-amazon.com/images/I/41oNrpQ2USL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,65,final amazon,final amazon,17,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Samsung Galaxy E7 (Black 16GB),15897.00,http://ecx.images-amazon.com/images/I/411b7lHV4DL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,89,final amazon,final amazon,17,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Karbonn Titanium Machfive (White-Blue),5999.00,http://ecx.images-amazon.com/images/I/51ErKFfGWPL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,113,final amazon,final amazon,17,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Ok Stand For Smartphones And Tablets,190.00,http://ecx.images-amazon.com/images/I/51wLLYYhhnL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,18,final amazon,final amazon,18,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Sony Xperia C5 Ultra Dual (Mint),25899.00,http://ecx.images-amazon.com/images/I/419NJFgFxmL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,42,final amazon,final amazon,18,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Sony Xperia C5 Ultra Dual (Mint),25899.00,http://ecx.images-amazon.com/images/I/419NJFgFxmL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,66,final amazon,final amazon,18,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Mi 4 (White 16GB),14999.00,http://ecx.images-amazon.com/images/I/41SMOgq7yjL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,90,final amazon,final amazon,18,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Intex Cloud M6 (Black),5499.00,http://ecx.images-amazon.com/images/I/51gHDSTT6CL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,114,final amazon,final amazon,18,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Lava Iris X5 4G (White),9999.00,http://ecx.images-amazon.com/images/I/41XxzuahbnL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,19,final amazon,final amazon,19,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Apple Tree T11 Blue Color Android Touch Screen Smart Phone 3.5 Inch Screen By Gadgetbucket,1999.00,http://ecx.images-amazon.com/images/I/31U-WDKemiL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,43,final amazon,final amazon,19,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Apple Tree T11 Blue Color Android Touch Screen Smart Phone 3.5 Inch Screen By Gadgetbucket,1999.00,http://ecx.images-amazon.com/images/I/31U-WDKemiL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,67,final amazon,final amazon,19,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Noise Gym Sports Armband-Wrist Band-Mono Trendy and Functional Sports Armband Medium Screen Size (Upto 4.5") SmartPhone...,398.00,http://ecx.images-amazon.com/images/I/41T7dCFGbhL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,91,final amazon,final amazon,19,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,HTC Desire 626G+ (White Birch 8GB),13484.00,http://ecx.images-amazon.com/images/I/51zyifH0E2L._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,115,final amazon,final amazon,19,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Lenovo S850 (Dark Blue),8579.00,http://ecx.images-amazon.com/images/I/413w8rpBUdL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,20,final amazon,final amazon,20,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Asus Zenfone Go ZC500TG (Black 8GB),8999.00,http://ecx.images-amazon.com/images/I/41Ya2-9UVUL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,44,final amazon,final amazon,20,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Asus Zenfone Go ZC500TG (Black 8GB),8999.00,http://ecx.images-amazon.com/images/I/41Ya2-9UVUL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,68,final amazon,final amazon,20,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Samsung Galaxy Grand Prime 4G SM-G531F (Grey),9900.00,http://ecx.images-amazon.com/images/I/41U3K3bRO-L._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,92,final amazon,final amazon,20,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Intex Aqua Power Plus (White-Champagne 16GB),7777.00,http://ecx.images-amazon.com/images/I/41Ke%2BXdFdpL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,116,final amazon,final amazon,20,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Sony Xperia E4 (Dual SIM Black),8760.00,http://ecx.images-amazon.com/images/I/41mpfyxSsiL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,21,final amazon,final amazon,21,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Mi 4i (16GB Grey),12999.00,http://ecx.images-amazon.com/images/I/41kzNBg94HL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,45,final amazon,final amazon,21,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Mi 4i (16GB Grey),12999.00,http://ecx.images-amazon.com/images/I/41kzNBg94HL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,69,final amazon,final amazon,21,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Lenovo P70 (Blue),12290.00,http://ecx.images-amazon.com/images/I/41wLMA2tX0L._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,93,final amazon,final amazon,21,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Universal Micro USB Flat Data Cable for All SmartPhone -Rock Original-BLUE,159.00,http://ecx.images-amazon.com/images/I/31P%2BLlLiWpL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,117,final amazon,final amazon,21,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,PNY A2 OTG Adapter Micro USB OTG to USB 2.0 Adapter for Smartphones & Tablets,136.00,http://ecx.images-amazon.com/images/I/41B-Umw%2BHCL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,22,final amazon,final amazon,22,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Asus Zenfone 2 ZE551ML (Silver 16GB),16208.00,http://ecx.images-amazon.com/images/I/41nQ7ERZfbL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,46,final amazon,final amazon,22,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Asus Zenfone 2 ZE551ML (Silver 16GB),16208.00,http://ecx.images-amazon.com/images/I/41nQ7ERZfbL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,70,final amazon,final amazon,22,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Soundpeats Qy7 Mini Lightweight Wireless Stereo Sports/Running and Gym/Exercise Bluetooth Earbuds Headphones Headsets...,1990.00,http://ecx.images-amazon.com/images/I/315KqmtuZDL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,94,final amazon,final amazon,22,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Samsung Galaxy Grand 2 (White 8GB),9999.00,http://ecx.images-amazon.com/images/I/41tps2LtYCL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,118,final amazon,final amazon,22,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Lenovo Rocstar A319 (White),,http://ecx.images-amazon.com/images/I/516yJfyBhTL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,23,final amazon,final amazon,23,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,AV Connect PC/Computer Headset to 3.5mm Smartphone/Laptop/Netbook Adapter with a single Microphone/Headphone jack,199.00,http://ecx.images-amazon.com/images/I/3193A6EsEJL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,47,final amazon,final amazon,23,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,AV Connect PC/Computer Headset to 3.5mm Smartphone/Laptop/Netbook Adapter with a single Microphone/Headphone jack,199.00,http://ecx.images-amazon.com/images/I/3193A6EsEJL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,71,final amazon,final amazon,23,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,Apple iPhone 4S (Black 8GB),13480.00,http://ecx.images-amazon.com/images/I/41S6fyTccFL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,95,final amazon,final amazon,23,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,ZTE Blade Buzz White V815W,2980.00,http://ecx.images-amazon.com/images/I/31cUnOGAb-L._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,119,final amazon,final amazon,23,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Hako 10400mAh Powerbank for Smartphones & Tablet,999.00,http://ecx.images-amazon.com/images/I/51E4KaTJjhL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,24,final amazon,final amazon,24,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Micromax Unite 3 Q372 (White 8GB),6100.00,http://ecx.images-amazon.com/images/I/41DU8kioEXL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones|,48,final amazon,final amazon,24,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=1&rh=n%3A976419031%2Ck%3Asmartphones,Micromax Unite 3 Q372 (White 8GB),6100.00,http://ecx.images-amazon.com/images/I/41DU8kioEXL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones|,72,final amazon,final amazon,24,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=3&rh=n%3A976419031%2Ck%3Asmartphones,DMG Sturdy Adjustable Tripod Stand Holder with Bluetooth Selfie Clicker Remote for iPhone Smartphone and Camera,599.00,http://ecx.images-amazon.com/images/I/41QM3bFTmeL._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones|,96,final amazon,final amazon,24,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=2&rh=n%3A976419031%2Ck%3Asmartphones,Micromax Selfie 2 Q340 (Black),6100.00,http://ecx.images-amazon.com/images/I/41ZUcV1lu0L._AA160_.jpg,,,Product Details
webpage/url:http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones|,120,final amazon,final amazon,24,http://www.amazon.in/smartphones-Electronics/s?ie=UTF8&page=5&rh=n%3A976419031%2Ck%3Asmartphones,Panasonic Eluga Icon (Slate),12289.00,http://ecx.images-amazon.com/images/I/51xZVLAg1ZL._AA160_.jpg,,,Product Details